"koddz","prywatna","zam_miasto","zam_wies","zam_liczba","wiek_m","wiek_o","edu_o","edu_m","prestiz_m","prestiz_o","dochod_g","bieda","wynik"
0445009C,0,1,0,1,35,36,1,0,38.18,35.63,87500.5,0,58.869
0445010C,0,1,0,1,41,40,1,1,38.18,33.42,62500.5,0,51.448
0445014C,0,1,0,1,34,36,1,0,35.78,53.5,62500.5,0,54.788
0445015C,0,1,0,1,40,41,1,1,35.78,34.95,27500.5,0,67.618
0445023C,0,1,0,1,29,31,1,0,53.5,33.42,87500.5,0,52.443
0447002C,0,1,0,1,38,44,1,1,35.78,39.2,87500.5,0,46.116
0447007C,0,1,0,1,37,40,0,0,38.18,52.54,150000.5,0,54.137
0447009C,0,1,0,1,42,44,0,1,38.18,39.18,62500.5,0,47.049
0447011C,0,1,0,1,37,38,0,0,35.78,62.87,87500.5,0,58.335
0447015C,0,1,0,1,43,39,1,1,38.18,48.69,62500.5,0,44.514
0447019C,0,1,0,1,30,30,1,1,38.18,29.6,45000.5,0,49.725
0447022C,0,1,0,1,41,43,1,0,38.18,38.18,62500.5,0,52.302
0450001C,0,0,0,1,30,44,0,1,33.42,38.18,17500.5,1,55.304
0450004C,0,0,0,1,32,30,1,1,33.42,33.42,37500.5,0,56.789
0451002C,0,1,0,1,42,44,1,0,34.95,53.5,45000.5,0,48.513
0451003C,0,1,0,1,42,42,1,0,52.54,34.95,62500.5,0,57.905
0451004C,0,0,0,1,34,40,1,1,34.95,34.95,22500.5,0,39.893
0451006C,0,1,0,1,42,43,0,0,38.18,35.78,62500.5,0,55.514
0451009C,0,1,0,1,35,43,1,1,33.42,29.6,12500.5,1,48.968
0451010C,0,1,0,1,42,45,0,0,63.43,39.18,62500.5,0,52.166
0451014C,0,1,0,1,43,44,0,1,35.78,35.63,17500.5,1,54.893
0451015C,0,1,0,1,42,46,0,1,33.42,33.42,62500.5,0,56.305
0451019C,0,1,0,1,36,38,0,0,38.18,53.5,62500.5,0,55.302
0451020C,0,1,0,1,35,32,0,0,34.95,35.92,45000.5,0,56.23
0451021C,0,1,0,1,36,36,1,1,34.95,35.92,27500.5,0,24.789
0451022C,0,1,0,1,34,33,1,1,34.95,39.2,32500.5,0,35.596
0451023C,0,1,0,1,40,49,0,0,38.18,39.2,62500.5,0,63.897
0451024C,0,0,0,1,35,33,0,1,57.83,39.2,62500.5,0,32.773
0451025C,0,1,0,1,36,36,1,1,34.95,35.92,27500.5,0,51.048
0452001C,1,1,0,1,38,43,0,0,34.95,39.18,37500.5,0,62.161
0452002C,1,1,0,1,48,49,0,1,38.18,39.2,62500.5,0,53.459
0452004C,1,1,0,1,39,38,0,0,53.5,63.43,87500.5,0,44.708
0452005C,1,1,0,1,46,49,0,1,38.18,39.2,27500.5,0,38.714
0452006C,1,1,0,1,41,39,0,0,34.95,39.18,62500.5,0,52.062
0452010C,1,0,0,1,42,42,0,1,34.95,39.18,62500.5,0,40.321
0452015C,1,1,0,1,38,47,1,0,37.67,53.5,62500.5,0,57.396
0452017C,1,1,0,1,42,43,1,1,38.18,35.92,45000.5,0,42.862
0452018C,1,1,0,2,45,54,0,0,63.43,38.18,45000.5,0,66.15
0452021C,1,1,0,1,34,34,0,0,53.5,35.92,32500.5,0,51.905
0452022C,1,1,0,1,43,44,0,0,38.18,53.5,62500.5,0,63.886
0452023C,1,1,0,1,36,39,1,0,38.18,35.92,45000.5,0,40.233
0452024C,1,1,0,1,39,40,0,0,38.18,35.63,62500.5,0,40.166
0452025C,1,1,0,1,38,43,0,0,34.95,39.18,37500.5,0,55.402
0453001C,0,0,0,1,33,35,0,1,33.42,33.42,62500.5,0,55.569
0453002C,0,1,0,1,32,36,0,1,35.78,48.69,32500.5,0,50.785
0453004C,0,1,0,1,39,42,0,0,61.56,39.2,87500.5,0,58.806
0453006C,0,1,0,1,39,41,1,0,61.56,39.2,87500.5,0,66.033
0453007C,0,1,0,1,31,32,0,0,38.18,35.78,62500.5,0,49.31
0453010C,0,1,0,1,41,43,0,0,63.43,35.78,45000.5,0,68.584
0453011C,0,0,0,1,39,47,1,1,34.95,35.63,27500.5,0,52.398
0453012C,0,1,0,1,47,49,1,1,38.18,39.2,87500.5,0,60.73
0453013C,0,1,0,1,40,42,1,0,38.18,35.63,62500.5,0,48.073
0453014C,0,1,0,1,22,37,1,1,34.95,35.78,22500.5,0,47.22
0453015C,0,1,0,1,43,43,0,0,34.95,34.95,45000.5,0,51.861
0453017C,0,1,0,2,39,37,1,0,48.69,39.2,87500.5,0,48.223
0453020C,0,1,0,1,42,47,1,0,63.43,39.2,62500.5,0,54.35
0453021C,0,1,0,1,42,44,1,0,61.56,39.2,62500.5,0,43.844
0454002C,0,1,0,1,42,46,0,0,61.56,38.18,150000.5,0,56.459
0454003C,0,1,0,1,35,35,0,1,34.95,33.42,62500.5,0,61.921
0454006C,0,1,0,1,30,33,1,1,38.18,33.42,62500.5,0,43.732
0454007C,0,1,0,1,52,54,0,0,52.54,72.1,62500.5,0,49.782
0454010C,0,1,0,1,35,35,0,0,34.95,34.95,87500.5,0,50.708
0454011C,0,1,0,2,31,37,1,0,38.18,34.95,45000.5,0,51.897
0454014C,0,0,0,1,35,37,1,1,33.42,39.2,17500.5,1,40.602
0454015C,0,1,0,1,27,28,0,0,34.95,53.5,62500.5,0,33.929
0454018C,0,0,0,1,32,34,0,1,34.95,29.6,27500.5,0,45.386
0454021C,0,1,0,1,35,41,0,0,63.43,59,37500.5,0,48.294
0454022C,0,1,0,1,47,48,0,1,33.42,39.18,62500.5,0,34.225
0454023C,0,1,0,2,29,39,1,1,29.6,33.42,37500.5,0,44.09
0454024C,0,1,0,1,35,36,1,0,38.18,39.18,62500.5,0,50.691
0454025C,0,1,0,1,27,28,0,0,34.95,53.5,62500.5,0,35.212
0455001C,0,1,0,1,38,44,0,0,53.5,39.2,150000.5,0,48.916
0455002C,0,0,0,1,40,43,0,0,35.78,64.89,87500.5,0,77.567
0455004C,0,1,0,1,38,40,1,0,38.18,38.18,62500.5,0,55.041
0455006C,0,1,0,1,38,38,1,1,38.18,39.18,27500.5,0,63.091
0455007C,0,1,0,1,42,42,0,0,53.5,33.42,87500.5,0,49.3
0455009C,0,1,0,1,47,53,0,0,38.18,38.18,62500.5,0,55.94
0455010C,0,1,0,1,30,32,1,0,34.95,35.92,62500.5,0,46.855
0455013C,0,1,0,1,40,45,0,0,34.95,53.5,45000.5,0,61.045
0455015C,0,1,0,1,38,39,1,0,53.5,39.2,150000.5,0,54.279
0455017C,0,1,0,2,40,41,0,0,38.18,53.5,62500.5,0,44.32
0455022C,0,1,0,1,36,38,0,0,52.54,53.5,87500.5,0,70.46
0455024C,0,1,0,1,38,35,0,0,38.18,33.42,62500.5,0,57.158
0456001C,0,0,0,2,47,47,1,0,34.95,39.18,62500.5,0,43.675
0456002C,0,0,0,1,40,43,0,0,38.18,34.95,45000.5,0,36.111
0456004C,0,1,0,1,38,39,1,1,34.95,35.92,62500.5,0,55.402
0456009C,0,0,0,1,42,37,1,1,34.95,35.92,62500.5,0,38.431
0456010C,0,1,0,1,36,37,1,0,38.18,33.42,62500.5,0,73.266
0456013C,1,1,0,1,38,45,1,0,63.43,37.67,45000.5,0,39.735
0456016C,0,0,0,1,40,43,1,0,35.78,38.18,62500.5,0,42.326
0456019C,0,1,0,1,40,41,0,0,34.95,35.92,12500.5,1,45.611
0456021C,0,1,0,1,29,27,1,1,33.42,39.18,37500.5,0,52.946
0456022C,0,1,0,1,33,30,1,0,38.18,35.92,45000.5,0,45.013
0456023C,0,1,0,1,34,36,1,0,38.18,38.18,62500.5,0,57.84
0456040C,0,1,0,1,44,42,1,1,33.42,33.42,62500.5,0,33.276
0458002C,0,1,0,1,32,34,1,0,34.95,39.18,37500.5,0,50.729
0458005C,0,1,0,1,40,38,1,1,34.95,33.42,22500.5,1,62.803
0458007C,0,1,0,1,32,43,1,0,38.18,35.92,27500.5,0,50.407
0458009C,0,0,0,1,30,33,1,1,38.18,29.6,45000.5,0,52.669
0458013C,0,1,0,1,31,31,0,0,38.18,29.6,45000.5,0,40.874
0458015C,0,1,0,1,33,38,0,1,34.95,53.5,45000.5,0,65.401
0458018C,0,1,0,2,41,46,0,0,61.56,72.1,45000.5,0,56.238
0460001C,0,0,0,1,50,52,0,0,53.5,59,45000.5,0,52.512
0460003C,0,0,0,1,40,42,0,0,38.18,77.5,150000.5,0,74.617
0460004C,0,1,0,1,30,32,1,1,35.78,35.78,27500.5,0,51.075
0460005C,0,1,0,1,40,60,0,0,34.95,72.1,45000.5,0,55.598
0460007C,0,1,0,1,46,48,0,0,53.5,53.5,87500.5,0,56.632
0460008C,0,1,0,1,38,38,1,1,35.63,37.67,62500.5,0,46.066
0460009C,0,1,0,1,43,41,0,0,48.69,33.42,62500.5,0,30.067
0460010C,0,1,0,1,43,46,1,1,33.42,33.42,62500.5,0,63.233
0460011C,0,1,0,1,44,44,0,0,72.1,52.54,62500.5,0,66.122
0460012C,0,1,0,1,35,37,0,0,38.18,35.92,62500.5,0,52.907
0460013C,0,1,0,1,41,42,1,0,34.95,53.5,45000.5,0,61.189
0460014C,0,0,0,1,41,30,1,0,34.95,53.5,22500.5,1,44.75
0460015C,0,1,0,1,40,38,0,1,33.42,35.78,62500.5,0,54.19
0460017C,0,1,0,2,27,24,1,0,59,48.69,45000.5,0,55.852
0460018C,0,1,0,1,35,35,0,1,38.18,48.69,37500.5,0,56.065
0460019C,0,1,0,1,48,53,0,0,33.42,77.5,62500.5,0,47.32
0460020C,0,1,0,1,33,34,0,0,29.6,34.95,45000.5,0,48.864
0460022C,0,1,0,1,35,38,0,0,53.5,35.78,45000.5,0,56.409
0460024C,0,1,0,1,47,48,0,0,34.95,35.78,62500.5,0,62.253
0460025C,0,1,0,1,38,38,1,1,35.63,37.67,62500.5,0,41.389
0460026C,0,1,0,1,43,41,0,0,48.69,33.42,62500.5,0,38.207
0461001C,0,1,0,1,32,35,1,1,35.78,35.92,12500.5,1,31.857
0461003C,0,1,0,1,47,40,1,1,35.63,53.5,22500.5,0,57.899
0461007C,0,1,0,1,34,36,1,1,38.18,53.5,62500.5,0,42.899
0461008C,0,1,0,1,36,35,1,0,34.95,39.2,32500.5,1,54.067
0461009C,0,1,0,1,38,37,0,0,38.18,53.5,45000.5,0,51.609
0461011C,0,1,0,1,31,31,0,0,35.92,64.89,62500.5,0,54.444
0461012C,0,1,0,1,43,46,1,1,38.18,39.2,45000.5,0,52.12
0461013C,0,1,0,1,38,44,1,0,61.56,35.63,27500.5,1,64.182
0461014C,0,1,0,1,36,35,0,0,34.95,37.67,32500.5,0,69.195
0461015C,0,1,0,1,42,38,1,1,33.42,37.67,45000.5,0,49.938
0461017C,0,1,0,1,35,40,1,1,33.42,34.95,62500.5,0,53.743
0461019C,0,1,0,1,43,44,1,0,38.18,35.78,62500.5,0,63.235
0462001C,0,0,0,1,45,50,1,1,53.5,35.92,45000.5,0,69.533
0462002C,0,1,0,1,43,45,1,0,29.6,39.2,37500.5,0,43.723
0462005C,0,1,0,2,38,38,1,0,53.5,53.5,37500.5,0,63.148
0462006C,0,1,0,2,38,42,1,1,29.6,53.5,17500.5,1,48.876
0462007C,0,1,0,1,41,44,0,1,34.95,53.5,62500.5,0,61.132
0462008C,0,1,0,1,32,34,0,0,38.18,34.95,62500.5,0,57.206
0462011C,0,1,0,1,36,38,1,0,34.95,33.42,37500.5,0,54.34
0462013C,0,1,0,1,37,42,1,1,33.42,53.5,17500.5,1,30.578
0462015C,0,1,0,1,47,47,0,0,57.83,53.5,87500.5,0,68.64
0462019C,0,1,0,1,36,41,1,1,34.95,29.6,45000.5,0,52.439
0462020C,0,1,0,1,33,36,0,0,61.56,35.78,62500.5,0,67.61
0462022C,0,1,0,1,46,46,1,1,38.18,34.95,62500.5,0,61.744
0462024C,0,1,0,1,44,44,1,1,34.95,53.5,27500.5,0,50.178
0463005C,0,1,0,1,33,34,0,0,34.95,35.92,27500.5,0,55.585
0463007C,0,1,0,1,37,33,1,1,38.18,33.42,37500.5,0,51.044
0463011C,0,1,0,1,35,36,0,0,63.43,35.63,37500.5,0,52.199
0463012C,0,1,0,1,40,40,0,0,38.18,39.2,87500.5,0,57.505
0463014C,0,1,0,1,37,43,0,0,34.95,33.42,62500.5,0,52.71
0463016C,0,1,0,1,34,43,1,1,33.42,38.18,45000.5,0,72.189
0463018C,0,1,0,1,34,37,1,0,33.42,39.18,37500.5,0,53.706
0463023C,0,1,0,1,38,39,1,0,63.43,35.63,45000.5,0,69.024
0463024C,0,1,0,1,34,38,1,1,34.95,34.95,32500.5,0,46.736
0464003C,0,1,0,1,42,44,0,0,53.5,35.63,37500.5,0,69.613
0464006C,0,1,0,1,37,45,1,0,61.56,35.63,27500.5,0,46.592
0464009C,0,1,0,1,34,45,1,0,35.78,33.42,32500.5,0,61.956
0464010C,0,1,0,1,38,35,1,0,35.63,35.63,17500.5,1,50.737
0464012C,0,1,0,1,42,44,0,0,35.78,35.63,37500.5,0,67.08
0464013C,0,1,0,1,36,38,1,1,34.95,33.42,32500.5,0,51.818
0464014C,0,1,0,1,35,35,1,1,38.18,61.56,32500.5,0,57.826
0464015C,0,1,0,1,47,48,1,1,38.18,33.42,32500.5,0,46.567
0464016C,0,1,0,1,47,41,1,1,38.18,39.2,62500.5,0,49.544
0464018C,0,1,0,1,43,47,1,1,33.42,35.92,32500.5,0,52.116
0464020C,0,1,0,1,42,38,0,0,52.54,48.69,62500.5,0,50.092
0464021C,0,1,0,1,33,35,0,1,35.63,35.63,87500.5,0,56.555
0464023C,0,0,0,1,38,41,1,1,29.6,39.2,32500.5,0,48.365
0464024C,0,1,0,1,41,39,1,1,35.78,35.78,32500.5,0,52.615
0465004C,0,1,0,1,40,42,1,1,38.18,35.63,22500.5,1,36.315
0465006C,0,1,0,1,41,44,1,0,35.78,35.63,32500.5,0,55.927
0465007C,0,1,0,1,50,53,1,1,57.83,35.92,37500.5,0,80.185
0465009C,0,1,0,1,32,33,1,1,35.78,39.2,37500.5,0,45.405
0465010C,0,1,0,1,41,41,1,1,38.18,33.42,45000.5,0,67.51
0465012C,0,1,0,1,40,51,0,1,34.95,34.95,22500.5,1,47.224
0465018C,0,1,0,1,46,58,1,1,38.18,34.95,27500.5,0,60.507
0465023C,0,1,0,1,32,36,0,0,38.18,39.18,45000.5,0,52.629
0466004C,1,1,0,1,37,52,1,1,35.63,35.63,32500.5,0,52.377
0466005C,1,1,0,1,39,42,1,1,38.18,39.18,150000.5,0,57.233
0466007C,1,1,0,1,42,51,0,0,53.5,52.54,62500.5,0,57.959
0466008C,1,1,0,1,36,38,0,0,38.18,35.63,32500.5,0,59.824
0466009C,1,1,0,1,42,42,1,1,38.18,39.2,62500.5,0,41.255
0466011C,1,1,0,1,40,44,0,0,38.18,39.18,45000.5,0,53.547
0466012C,1,1,0,1,47,48,1,1,33.42,33.42,27500.5,0,57.463
0466014C,1,1,0,1,43,43,1,1,53.5,35.63,32500.5,0,52.366
0466015C,1,1,0,1,46,37,0,1,53.5,64.89,87500.5,0,61.372
0466018C,1,1,0,1,36,37,0,0,34.95,39.2,150000.5,0,65.953
0466019C,1,1,0,1,42,42,1,1,33.42,35.78,62500.5,0,44.94
0466020C,1,1,0,1,39,41,1,0,61.56,39.18,45000.5,0,61.595
0466022C,1,1,0,1,41,47,1,0,38.18,35.78,62500.5,0,48.603
0466023C,1,1,0,1,35,42,1,1,38.18,39.18,37500.5,0,55.237
0466024C,1,1,0,1,34,38,0,0,59,53.5,45000.5,0,58.189
0467003C,0,1,0,1,33,36,0,1,34.95,39.18,37500.5,0,55.331
0467006C,0,1,0,1,43,42,1,0,38.18,35.63,27500.5,0,53.161
0467007C,0,1,0,1,30,33,1,0,38.18,33.42,37500.5,0,64.894
0467008C,0,1,0,1,38,45,0,0,38.18,77.5,150000.5,0,58.74
0467011C,0,1,0,1,39,43,1,1,63.43,35.63,27500.5,0,57.565
0467012C,0,1,0,2,38,41,0,1,38.18,39.18,45000.5,0,64.566
0467013C,0,1,0,1,38,41,1,1,38.18,35.63,27500.5,0,59.966
0467015C,0,1,0,1,48,46,1,1,77.5,35.78,87500.5,0,56.532
0467016C,0,1,0,1,42,44,0,1,37.67,39.2,45000.5,0,40.181
0467017C,0,1,0,1,38,41,1,0,61.56,39.18,45000.5,0,51.889
0467018C,0,1,0,1,33,51,1,1,35.63,35.63,7500.5,1,63.897
0467022C,0,1,0,1,34,35,1,1,61.56,35.63,37500.5,0,63.206
0467023C,0,0,0,1,28,31,1,0,34.95,39.18,32500.5,0,30.987
0471005C,0,1,0,2,26,30,0,0,38.18,35.78,150000.5,0,42.198
0471008C,0,1,0,1,45,44,1,0,34.95,39.2,62500.5,0,36.67
0471012C,0,1,0,1,35,32,0,0,63.43,39.2,62500.5,0,53.985
0471016C,0,1,0,1,34,33,0,0,63.43,53.5,150000.5,0,44.72
0471018C,0,1,0,1,32,31,0,1,34.95,34.95,62500.5,0,57.196
0471022C,0,1,0,1,31,35,1,0,35.92,39.2,37500.5,0,48.288
0473001C,0,1,0,1,48,34,0,1,38.18,62.87,87500.5,0,56.115
0473004C,0,1,0,1,38,39,1,0,63.43,53.5,150000.5,0,57.525
0473012C,0,1,0,1,39,44,0,0,53.5,35.92,45000.5,0,48.021
0473023C,1,1,0,1,41,41,0,0,72.1,62.87,150000.5,0,62.374
0474002C,0,1,0,1,47,49,0,0,38.18,48.69,62500.5,0,48.847
0474004C,0,1,0,1,33,36,1,0,34.95,29.6,37500.5,0,44.095
0474005C,0,1,0,3,31,29,0,1,38.18,29.6,45000.5,0,56.772
0474007C,0,1,0,1,31,40,0,0,38.18,39.18,62500.5,0,53.084
0474011C,0,1,0,1,39,41,1,1,38.18,33.42,22500.5,0,59.261
0474015C,0,1,0,1,26,30,1,1,33.42,34.95,32500.5,0,50.572
0474016C,0,1,0,1,40,41,1,1,38.18,33.42,62500.5,0,48.411
0474019C,0,1,0,1,37,36,0,0,64.89,62.87,62500.5,0,47.818
0474024C,0,1,0,1,28,25,1,1,34.95,29.6,32500.5,0,49.053
0475002C,1,1,0,1,40,54,0,0,53.5,52.54,150000.5,0,40.473
0475003C,1,1,0,1,39,41,1,1,34.95,39.18,62500.5,0,56.804
0475005C,1,1,0,1,48,48,0,0,53.5,35.78,150000.5,0,55.266
0475009C,1,1,0,1,42,50,0,0,53.5,53.5,150000.5,0,50.028
0475012C,1,1,0,1,45,45,0,0,52.54,39.2,62500.5,0,52.573
0475020C,1,1,0,1,44,39,0,0,34.95,48.69,62500.5,0,70.526
0480003C,0,1,0,1,39,43,1,0,38.18,33.42,62500.5,0,48.617
0480004C,0,1,0,2,40,44,0,0,53.5,39.18,150000.5,0,62.1
0480009C,0,1,0,1,43,41,0,0,63.43,35.78,150000.5,0,52.101
0480015C,0,1,0,1,33,49,0,0,61.56,48.69,150000.5,0,52.477
0480019C,0,1,0,2,35,35,0,0,38.18,59,150000.5,0,53.144
0480021C,0,0,0,1,32,33,0,1,34.95,35.78,32500.5,0,34.3
0481002C,0,1,0,1,48,69,1,0,38.18,53.5,87500.5,0,56.537
0481006C,0,1,0,1,39,39,0,0,34.95,35.78,62500.5,0,34.231
0481018C,0,1,0,1,40,43,0,1,34.95,39.18,45000.5,0,56.438
0481019C,0,1,0,1,42,41,0,0,38.18,35.63,62500.5,0,39.111
0481021C,0,1,0,1,42,39,0,0,38.18,37.67,37500.5,0,54.573
0482002C,1,1,0,1,40,41,0,0,38.18,35.78,62500.5,0,41.026
0482004C,1,1,0,1,40,41,1,0,53.5,53.5,62500.5,0,32.078
0482005C,1,1,0,1,35,39,0,1,38.18,33.42,62500.5,0,60.02
0482006C,1,0,1,2,29,31,0,0,59,33.42,45000.5,0,45.357
0482007C,1,1,0,1,40,45,0,0,53.5,48.69,62500.5,0,66.362
0482009C,1,1,0,1,34,37,0,0,38.18,35.63,62500.5,0,46.732
0482011C,1,1,0,1,43,47,0,0,61.56,39.2,45000.5,0,63.571
0482013C,1,1,0,1,38,39,0,0,63.43,35.78,45000.5,0,55.216
0482014C,1,1,0,1,46,46,0,0,52.54,39.18,62500.5,0,60.189
0482017C,1,1,0,1,37,42,1,1,33.42,33.42,45000.5,0,43.723
0482018C,1,1,0,1,39,39,0,0,61.56,48.69,87500.5,0,63.083
0483002C,0,1,0,1,50,50,0,0,35.78,64.89,150000.5,0,41.798
0483003C,0,1,0,1,40,39,0,0,61.56,77.5,200001,0,60.938
0483004C,0,1,0,1,40,39,0,0,38.18,53.5,45000.5,0,63.281
0483005C,0,1,0,1,39,43,0,0,63.43,72.1,150000.5,0,53.028
0483008C,0,1,0,1,48,53,1,1,35.78,38.18,87500.5,0,47.626
0483009C,0,1,0,1,34,36,1,0,38.18,38.18,32500.5,0,55.091
0483014C,0,1,0,1,28,34,0,0,34.95,53.5,45000.5,0,40.709
0483015C,0,1,0,1,39,39,1,0,53.5,33.42,62500.5,0,47.537
0483016C,0,0,1,1,51,54,1,0,38.18,39.2,37500.5,0,37.037
0483021C,0,1,0,1,31,31,1,0,35.78,35.78,62500.5,0,53.568
0483022C,0,1,0,1,37,40,1,0,61.56,39.2,87500.5,0,48.778
0484007C,0,0,1,1,34,36,0,1,34.95,33.42,45000.5,0,51.144
0484011C,0,1,0,2,27,30,1,1,34.95,39.2,37500.5,0,50.714
0484013C,0,1,0,1,33,33,1,1,38.18,33.42,27500.5,0,28.738
0484018C,0,0,1,3,26,26,0,0,38.18,33.42,22500.5,1,52.806
0484019C,0,1,0,1,50,45,0,0,61.56,34.95,87500.5,0,49.577
0484021C,0,1,0,1,36,41,0,1,33.42,39.18,32500.5,0,47.873
0484025C,0,0,1,1,34,36,0,1,34.95,33.42,45000.5,0,51.179
0485002C,1,1,0,1,37,47,0,0,53.5,53.5,62500.5,0,61.172
0485004C,1,1,0,1,35,34,0,0,38.18,33.42,87500.5,0,59.017
0485005C,1,1,0,1,42,42,1,0,63.43,53.5,62500.5,0,64.328
0485010C,1,1,0,1,37,43,0,0,52.54,35.63,87500.5,0,70.357
0485012C,0,1,0,1,39,40,0,0,63.43,33.42,62500.5,0,61.643
0485013C,1,1,0,1,42,42,1,0,38.18,53.5,87500.5,0,49.6
0485014C,1,1,0,2,43,43,1,1,38.18,39.18,22500.5,1,55.627
0485017C,1,1,0,1,36,37,0,0,59,53.5,45000.5,0,53.956
0485019C,1,1,0,1,34,37,0,0,35.78,53.5,87500.5,0,53.236
0485020C,1,1,0,1,43,54,0,0,53.5,53.5,87500.5,0,51.538
0485022C,1,1,0,1,37,36,1,0,35.78,35.63,62500.5,0,48.763
0485023C,1,1,0,1,36,40,0,0,57.83,77.5,200001,0,54.619
0486001C,0,1,0,1,36,39,1,1,38.18,39.2,45000.5,0,39.459
0487002C,0,1,0,1,42,41,0,0,34.95,35.78,87500.5,0,55.909
0487003C,0,1,0,1,33,35,0,0,35.78,34.95,62500.5,0,52.758
0487006C,0,1,0,1,34,37,1,0,59,33.42,62500.5,0,42.227
0487012C,0,1,0,1,36,41,1,1,33.42,35.78,22500.5,0,49.214
0487014C,0,1,0,1,32,33,1,1,38.18,33.42,37500.5,0,47.389
0487017C,0,1,0,1,33,39,1,1,29.6,39.18,37500.5,0,49.944
0487019C,0,1,0,1,33,40,1,0,63.43,35.78,62500.5,0,51.93
0487021C,0,1,0,1,40,34,1,1,34.95,34.95,17500.5,0,58.687
0488002C,1,1,0,1,31,33,0,1,35.78,35.78,62500.5,0,51.273
0488003C,1,1,0,1,39,39,1,1,38.18,33.42,32500.5,0,50.474
0488004C,1,1,0,2,36,36,1,0,33.42,33.42,62500.5,0,52.665
0488005C,1,1,0,1,38,40,0,0,63.43,53.5,150000.5,0,54.012
0488007C,1,1,0,1,35,41,0,0,35.78,57.83,62500.5,0,54.356
0488008C,1,1,0,1,34,37,0,0,63.43,35.78,87500.5,0,55.276
0488009C,1,1,0,1,36,41,0,0,38.18,39.2,62500.5,0,53.19
0488010C,1,1,0,1,41,42,0,0,38.18,53.5,87500.5,0,55.183
0488012C,1,1,0,1,38,45,1,1,38.18,39.2,37500.5,0,56.405
0488013C,1,1,0,1,32,34,1,0,38.18,53.5,62500.5,0,49.225
0488014C,1,1,0,1,36,38,0,1,38.18,39.18,45000.5,0,51.757
0488018C,1,1,0,1,39,41,1,0,38.18,33.42,62500.5,0,61.191
0488019C,1,1,0,1,38,38,0,0,38.18,59,87500.5,0,56.484
0488020C,1,1,0,1,42,42,1,0,72.1,39.2,87500.5,0,35.059
0488021C,1,1,0,1,38,41,0,0,38.18,53.5,87500.5,0,55.961
0488025C,1,1,0,1,36,41,0,0,38.18,39.2,62500.5,0,57.277
0489001C,0,0,0,1,48,48,0,0,63.43,38.18,87500.5,0,66.609
0489003C,0,1,0,1,40,39,0,0,53.5,33.42,87500.5,0,54.63
0489011C,0,1,0,1,32,35,1,1,38.18,35.92,62500.5,0,57.989
0489016C,0,1,0,1,42,53,0,0,72.1,72.1,150000.5,0,60.855
0489018C,0,1,0,1,31,39,1,1,38.18,33.42,62500.5,0,66.625
0489020C,0,1,0,1,33,33,0,1,34.95,33.42,45000.5,0,48.601
0491004C,0,1,0,2,30,38,1,1,57.83,39.2,62500.5,0,56.447
0491011C,0,1,0,1,36,37,0,0,38.18,53.5,87500.5,0,68.67
0491013C,0,1,0,1,28,28,1,1,63.43,39.2,37500.5,0,49.062
0491017C,0,1,0,2,36,38,0,0,61.56,33.42,62500.5,0,65.011
0491018C,0,1,0,1,32,34,1,1,35.78,37.67,27500.5,0,34.056
0491025C,0,1,0,1,36,37,0,0,38.18,53.5,87500.5,0,61.013
0492001C,1,1,0,1,43,42,0,0,63.43,39.2,87500.5,0,61.016
0492003C,0,1,0,1,37,38,0,0,57.83,39.18,27500.5,0,61.036
0492004C,1,1,0,1,37,38,1,1,38.18,35.92,45000.5,0,56.317
0492005C,0,1,0,1,36,41,1,0,38.18,39.2,62500.5,0,36.428
0492006C,0,1,0,1,39,38,1,1,38.18,39.18,62500.5,0,60.963
0494001C,0,1,0,1,33,39,1,0,63.43,35.63,62500.5,0,56.18
0494006C,0,1,0,2,31,30,1,1,57.83,29.6,62500.5,0,57.515
0494008C,0,1,0,1,33,36,1,0,38.18,35.63,12500.5,1,51.834
0494012C,0,1,0,1,30,31,1,1,34.95,39.2,45000.5,0,53.528
0494013C,0,1,0,2,27,27,1,0,34.95,39.18,45000.5,0,48.68
0494014C,0,1,0,1,38,36,1,0,38.18,39.2,45000.5,0,51.473
0494015C,0,1,0,1,37,35,1,1,35.78,35.92,45000.5,0,52.961
0494016C,0,1,0,1,34,38,1,0,38.18,53.5,87500.5,0,60.986
0494021C,0,1,0,1,28,31,1,1,35.78,29.6,45000.5,0,63.068
0495003C,0,1,0,1,39,39,0,0,63.43,53.5,200001,0,54.1
0495004C,0,1,0,1,33,37,0,0,53.5,48.69,150000.5,0,83.861
0495005C,0,1,0,1,35,38,0,0,38.18,35.78,62500.5,0,54.726
0495006C,0,1,0,1,35,38,1,0,35.63,35.63,45000.5,0,66.362
0495007C,0,1,0,1,33,37,1,0,33.42,35.78,45000.5,0,49.823
0495009C,0,1,0,1,44,55,0,0,61.56,53.5,87500.5,0,65.545
0495012C,0,1,0,1,35,38,0,0,53.5,35.78,87500.5,0,57.853
0495015C,0,1,0,1,27,32,0,0,57.83,34.95,87500.5,0,44.178
0495016C,0,1,0,1,46,45,0,0,35.78,35.78,87500.5,0,53.053
0495017C,0,1,0,1,35,39,1,0,34.95,35.63,27500.5,0,42.964
0495019C,0,1,0,1,31,45,1,0,35.78,29.6,32500.5,0,51.246
0500005C,1,1,0,1,36,37,0,0,34.95,62.87,62500.5,0,65.465
0500008C,1,1,0,1,41,44,0,0,63.43,52.54,87500.5,0,52.898
